marker_offset_hex,tag,next_marker_hex,span_len,clear_count,path_count,first_path_or_clear
0x107ca,l,0x107fc,50,0,0,
0x107fc,l,0x10841,69,1,1,OD>\xl
0x10841,l,0x10863,34,0,0,
0x10863,l,0x108a2,63,0,0,
0x108a2,n,0x108c1,31,1,0,lEz7
0x108c1,n,0x108e3,34,0,0,
0x108e3,l,0x10905,34,0,0,
0x10905,l,0x1092b,38,0,0,
0x1092b,l,0x10997,108,0,0,
0x10997,l,0x109b4,29,0,0,
0x109b4,n,0x10a32,126,0,0,
0x10a32,l,0x10a74,66,0,0,
0x10a74,l,0x10a96,34,0,0,
0x10a96,l,0x10ab7,33,0,0,
0x10ab7,l,0x10aff,72,1,1,Gb\Ol
0x10aff,l,0x10b23,36,1,1,8<G\?
0x10b23,n,0x10b64,65,0,0,
0x10b64,l,0x10b86,34,0,0,
0x10b86,l,0x10baa,36,0,0,
0x10baa,l,0x10bcd,35,0,0,
0x10bcd,l,0x10bef,34,0,0,
0x10bef,l,0x10c0d,30,0,0,
0x10c0d,n,0x10c2b,30,0,0,
0x10c2b,l,0x10c64,57,0,0,
0x10c64,l,0x10c82,30,0,0,
0x10c82,l,0x10ca4,34,0,0,
0x10ca4,l,0x10cbe,26,0,0,
0x10cbe,l,0x10ce0,34,0,0,
0x10ce0,l,0x10d88,168,0,0,
0x10d88,n,0x10da9,33,0,0,
0x10da9,n,0x10dc4,27,0,0,
0x10dc4,n,0x10ed9,277,3,2,05.PSS
0x10ed9,n,0x10f01,40,0,0,
0x10f01,n,0x10f28,39,0,0,
0x10f28,l,0x10f8e,102,1,1,FMV\MASTER03.PSS
0x10f8e,l,0x10fb0,34,0,0,
0x10fb0,l,0x10fdc,44,0,0,
0x10fdc,l,0x11027,75,0,0,
0x11027,l,0x1106b,68,0,0,
0x1106b,l,0x11091,38,0,0,
0x11091,l,0x110af,30,0,0,
0x110af,l,0x110d0,33,0,0,
0x110d0,l,0x110f6,38,0,0,
0x110f6,l,0x11155,95,0,0,
0x11155,l,0x1117c,39,0,0,
0x1117c,o,0x11198,28,0,0,
0x11198,l,0x111e2,74,1,1,1.BSP
0x111e2,l,0x11206,36,0,0,
0x11206,l,0x1122e,40,0,0,
0x1122e,n,0x1124c,30,0,0,
0x1124c,o,0x1127b,47,0,0,
0x1127b,l,0x11297,28,0,0,
0x11297,l,0x112df,72,0,0,
0x112df,l,0x112ff,32,0,0,
0x112ff,l,0x1131e,31,0,0,
0x1131e,l,0x11396,120,1,1,.PSB
0x11396,l,0x113c4,46,0,0,
0x113c4,l,0x113f9,53,0,0,
0x113f9,l,0x11446,77,0,0,
0x11446,l,0x114b1,107,1,0,E|Ol
0x114b1,l,0x114d2,33,0,0,
0x114d2,l,0x11507,53,0,0,
0x11507,l,0x11537,48,0,0,
0x11537,l,0x1155f,40,0,0,
0x1155f,l,0x11599,58,1,1,"]'\""+4"
0x11599,l,0x115ff,102,0,0,
0x115ff,l,0x1162d,46,0,0,
0x1162d,l,0x11650,35,0,0,
0x11650,l,0x11692,66,0,0,
0x11692,l,0x116b7,37,0,0,
0x116b7,n,0x116d4,29,0,0,
0x116d4,n,0x116f1,29,0,0,
0x116f1,l,0x11756,101,0,0,
0x11756,o,0x1177b,37,0,0,
0x1177b,l,0x1179d,34,0,0,
0x1179d,l,0x117b9,28,0,0,
0x117b9,n,0x117ee,53,0,0,
0x117ee,n,0x11816,40,1,1,16\x
0x11816,l,0x11840,42,0,0,
0x11840,l,0x1188f,79,0,0,
0x1188f,l,0x118b6,39,0,0,
0x118b6,l,0x118fa,68,1,0,"F7>""<$l"
0x118fa,l,0x11917,29,1,0,=BR:
0x11917,l,0x11937,32,0,0,
0x11937,l,0x119b0,121,0,0,
0x119b0,l,0x119e0,48,1,1,CARS\'$
0x119e0,l,0x119fc,28,0,0,
0x119fc,l,0x11a29,45,0,0,
0x11a29,l,0x11a6a,65,0,0,
0x11a6a,n,0x11a9e,52,2,0,#|:$
0x11a9e,l,0x11af8,90,1,0,LANGUAGE
0x11af8,l,0x11b36,62,0,0,
0x11b36,n,0x11ba9,115,1,0,ONTS
0x11ba9,l,0x11c75,204,0,0,
0x11c75,n,0x11c8d,24,1,0,"W?<"""
0x11c8d,o,0x11caa,29,0,0,
0x11caa,l,0x11ccd,35,0,0,
0x11ccd,l,0x11cf1,36,0,0,
0x11cf1,l,0x11d0c,27,0,0,
0x11d0c,l,0x11d53,71,0,0,
0x11d53,l,0x11d71,30,0,0,
0x11d71,l,0x11db4,67,0,0,
0x11db4,l,0x11df3,63,1,0,RACETEST
0x11df3,l,0x11e55,98,1,1,CENTERED.PSB
0x11e55,l,0x11ea5,80,1,1,\TNG\DATAPSM\COURSE\TURKEY_S2\MRTRUCK SIDEDOORB-TGA.GXI
0x11ea5,l,0x11ece,41,0,0,
0x11ece,l,0x11f12,68,1,1,2.PSM
0x11f12,l,0x11f3a,40,0,0,
0x11f3a,l,0x11f67,45,1,1,1.XML
0x11f67,l,0x11fb8,81,0,0,
0x11fb8,l,0x11fe2,42,0,0,
0x11fe2,l,0x1200f,45,0,0,
0x1200f,l,0x1203c,45,0,0,
0x1203c,o,0x1205e,34,1,0,"?>GB"""
0x1205e,o,0x1207f,33,0,0,
0x1207f,l,0x120b1,50,0,0,
0x120b1,l,0x120dd,44,0,0,
0x120dd,l,0x12100,35,0,0,
0x12100,l,0x12144,68,0,0,
0x12144,o,0x1219e,90,1,1,FONTS\v
0x1219e,n,0x1220d,111,1,0,WILDCAT
0x1220d,l,0x12257,74,1,0,HAYBALE
0x12257,l,0x12276,31,0,0,
0x12276,l,0x12296,32,0,0,
0x12296,l,0x122d8,66,1,0,ICECREAM
0x122d8,l,0x122ff,39,0,0,
0x122ff,n,0x1231a,27,0,0,
0x1231a,l,0x12341,39,0,0,
0x12341,l,0x12364,35,0,0,
0x12364,l,0x123b1,77,0,0,
0x123b1,l,0x123f0,63,0,0,
0x123f0,l,0x12412,34,0,0,
0x12412,l,0x12437,37,0,0,
0x12437,l,0x1245e,39,0,0,
0x1245e,l,0x1247e,32,0,0,
0x1247e,n,0x1249f,33,0,0,
0x1249f,l,0x124cc,45,0,0,
0x124cc,l,0x124ec,32,0,0,
0x124ec,l,0x1251b,47,0,0,
0x1251b,l,0x1253b,32,0,0,
0x1253b,l,0x12562,39,0,0,
0x12562,l,0x12585,35,0,0,
0x12585,l,0x125af,42,0,0,
0x125af,l,0x125f2,67,0,0,
0x125f2,l,0x12621,47,1,1,S1\BED TO MUDO
0x12621,l,0x12647,38,0,0,
0x12647,l,0x12664,29,0,0,
0x12664,l,0x12682,30,0,0,
0x12682,n,0x126c7,69,0,0,
0x126c7,l,0x126ea,35,0,0,
0x126ea,n,0x12709,31,0,0,
0x12709,l,0x12730,39,0,0,
0x12730,l,0x1274d,29,0,0,
0x1274d,l,0x12772,37,0,0,
0x12772,l,0x1279e,44,0,0,
0x1279e,l,0x127ba,28,0,0,
0x127ba,l,0x12815,91,0,0,
0x12815,l,0x12831,28,0,0,
0x12831,l,0x1286d,60,0,0,
0x1286d,l,0x128b7,74,0,0,
0x128b7,l,0x128dd,38,0,0,
0x128dd,l,0x12901,36,0,0,
0x12901,l,0x12921,32,0,0,
0x12921,n,0x1293e,29,0,0,
0x1293e,l,0x12961,35,1,0,CF(2
0x12961,l,0x12981,32,0,0,
0x12981,l,0x129e5,100,1,0,Dl<l
0x129e5,l,0x12a14,47,0,0,
0x12a14,l,0x12a60,76,1,0,TRAINR
0x12a60,l,0x12aa4,68,0,0,
0x12aa4,l,0x12acb,39,0,0,
0x12acb,l,0x12ba9,222,3,0,FLOOR
0x12ba9,n,0x12c0f,102,0,0,
0x12c0f,l,0x12c31,34,0,0,
0x12c31,l,0x12c92,97,0,0,
0x12c92,n,0x12ccf,61,0,0,
0x12ccf,l,0x12d38,105,0,0,
0x12d38,l,0x12dcc,148,0,0,
0x12dcc,l,0x12dec,32,0,0,
0x12dec,l,0x12e2b,63,1,0,oGCD=
0x12e2b,l,0x12e4d,34,0,0,
0x12e4d,l,0x12e6f,34,0,0,
0x12e6f,l,0x12eb0,65,1,1,APSM\COURSE\TURKEY1\TOP-TGA.GXI
0x12eb0,l,0x12ee8,56,0,0,
0x12ee8,l,0x12f1b,51,1,1,HUD\MASTER_TEMPLATE.PSB
0x12f1b,l,0x12f40,37,1,1,SPAIN2\WH2(
0x12f40,l,0x12f7b,59,0,0,
0x12f7b,l,0x12fab,48,0,0,
0x12fab,l,0x12fe2,55,1,1,FONTS\v
0x12fe2,o,0x13009,39,0,0,
0x13009,l,0x13030,39,0,0,
0x13030,l,0x13060,48,0,0,
0x13060,o,0x1307d,29,0,0,
0x1307d,n,0x130a3,38,0,0,
0x130a3,l,0x130d5,50,0,0,
0x130d5,l,0x130fb,38,1,1,Y3\KAORI'
0x130fb,l,0x13129,46,0,0,
0x13129,l,0x13178,79,0,0,
0x13178,l,0x131a6,46,0,0,
0x131a6,n,0x131bc,22,0,0,
0x131bc,l,0x131e2,38,0,0,
0x131e2,l,0x13207,37,0,0,
0x13207,l,0x1322f,40,0,0,
0x1322f,l,0x13253,36,0,0,
0x13253,l,0x132a1,78,1,0,D|vl
0x132a1,l,0x132d1,48,0,0,
0x132d1,n,0x132ed,28,0,0,
0x132ed,l,0x13313,38,0,0,
0x13313,l,0x1332f,28,0,0,
0x1332f,l,0x13394,101,2,1,vA8\\l
0x13394,l,0x133c2,46,0,0,
0x133c2,l,0x133e1,31,0,0,
0x133e1,l,0x13419,56,0,0,
0x13419,l,0x1343f,38,0,0,
0x1343f,l,0x13460,33,0,0,
0x13460,l,0x13484,36,0,0,
0x13484,l,0x134c5,65,2,2,GAME\p
0x134c5,l,0x134e6,33,0,0,
0x134e6,l,0x13511,43,0,0,
0x13511,l,0x13531,32,0,0,
0x13531,l,0x13559,40,0,0,
0x13559,l,0x1358b,50,0,0,
0x1358b,l,0x135ad,34,0,0,
0x135ad,l,0x135cd,32,0,0,
0x135cd,l,0x135e9,28,0,0,
0x135e9,l,0x13630,71,0,0,
0x13630,l,0x1364c,28,0,0,
0x1364c,l,0x136a7,91,0,0,
0x136a7,l,0x136d5,46,0,0,
0x136d5,l,0x136f1,28,0,0,
0x136f1,l,0x13736,69,0,0,
0x13736,n,0x13753,29,1,0,t.At9
0x13753,l,0x13772,31,0,0,
0x13772,l,0x1379c,42,1,0,zc@G6
0x1379c,l,0x137df,67,0,0,
0x137df,l,0x13813,52,1,0,SCENE
0x13813,l,0x13839,38,0,0,
0x13839,l,0x1387f,70,0,0,
0x1387f,l,0x1389e,31,0,0,
0x1389e,l,0x138e8,74,0,0,
0x138e8,n,0x13905,29,0,0,
0x13905,l,0x13928,35,0,0,
0x13928,l,0x1396b,67,0,0,
0x1396b,l,0x1398b,32,0,0,
0x1398b,l,0x139d2,71,0,0,
0x139d2,l,0x139ed,27,0,0,
0x139ed,l,0x13a2e,65,1,0,B3>8)
0x13a2e,l,0x13a4f,33,0,0,
0x13a4f,n,0x13a65,22,0,0,
0x13a65,l,0x13aab,70,0,0,
0x13aab,l,0x13ac9,30,0,0,
0x13ac9,n,0x13b06,61,0,0,
0x13b06,l,0x13b2c,38,0,0,
0x13b2c,l,0x13b51,37,0,0,
0x13b51,l,0x13b77,38,0,0,
0x13b77,l,0x13b9d,38,0,0,
0x13b9d,l,0x13bdc,63,1,0,HIL=l
0x13bdc,l,0x13bff,35,0,0,
0x13bff,l,0x13c42,67,0,0,
0x13c42,l,0x13c60,30,0,0,
0x13c60,l,0x13c7e,30,0,0,
0x13c7e,l,0x13c9b,29,0,0,
0x13c9b,l,0x13cb9,30,0,0,
0x13cb9,l,0x13cdb,34,0,0,
0x13cdb,n,0x13d78,157,1,0,"M#8E"""
0x13d78,l,0x13db5,61,0,0,
0x13db5,l,0x13dd7,34,0,0,
0x13dd7,l,0x13df9,34,0,0,
0x13df9,l,0x13e1b,34,0,0,
0x13e1b,l,0x13e8f,116,0,0,
0x13e8f,n,0x13ed2,67,1,1,\COURSE\FRANCE_W\F_ROADFILL-TGA.GXI
0x13ed2,l,0x13f0b,57,0,0,
0x13f0b,o,0x13f32,39,0,0,
0x13f32,l,0x13f60,46,0,0,
0x13f60,l,0x13f8b,43,0,0,
0x13f8b,l,0x13fb9,46,0,0,
0x13fb9,l,0x13fd4,27,0,0,
0x13fd4,l,0x1400a,54,0,0,
0x1400a,l,0x1402e,36,0,0,
0x1402e,n,0x1404f,33,0,0,
0x1404f,l,0x14077,40,0,0,
0x14077,l,0x1409b,36,1,1,1\CTYRE)
0x1409b,l,0x140c3,40,0,0,
0x140c3,n,0x140e1,30,0,0,
0x140e1,l,0x14186,165,3,2,2.CFL
0x14186,l,0x141ae,40,0,0,
0x141ae,l,0x141ce,32,0,0,
0x141ce,l,0x1421d,79,2,1,VEHICLES\XTRAIL\WHEEL.PSM
0x1421d,l,0x1423f,34,0,0,
0x1423f,l,0x1426b,44,0,0,
0x1426b,n,0x1428a,31,0,0,
0x1428a,l,0x142a9,31,0,0,
0x142a9,l,0x142fa,81,0,0,
0x142fa,l,0x14321,39,0,0,
0x14321,l,0x14350,47,0,0,
0x14350,l,0x14375,37,0,0,
0x14375,l,0x143a5,48,0,0,
0x143a5,l,0x143ce,41,0,0,
0x143ce,l,0x14436,104,1,1,18.PSB
0x14436,l,0x1445b,37,0,0,
0x1445b,l,0x1447b,32,0,0,
0x1447b,l,0x144a0,37,0,0,
0x144a0,l,0x144c6,38,0,0,
0x144c6,l,0x14507,65,0,0,
0x14507,l,0x1452f,40,0,0,
0x1452f,l,0x14554,37,0,0,
0x14554,l,0x14575,33,0,0,
0x14575,l,0x145b4,63,1,0,?l)l
0x145b4,o,0x145ce,26,0,0,
0x145ce,n,0x145f0,34,0,0,
0x145f0,l,0x1460f,31,0,0,
0x1460f,l,0x14652,67,1,0,"9""0#'$"
0x14652,n,0x14676,36,0,0,
0x14676,l,0x146be,72,0,0,
0x146be,l,0x146e2,36,0,0,
0x146e2,l,0x14703,33,0,0,
0x14703,l,0x14782,127,3,1,"A""\ l"
0x14782,l,0x147a3,33,0,0,
0x147a3,l,0x147c1,30,1,0,i;YJCC?
0x147c1,l,0x147e6,37,0,0,
0x147e6,l,0x1482a,68,1,0,?*L#l
0x1482a,l,0x14851,39,1,0,qkE1;
0x14851,l,0x14877,38,0,0,
0x14877,l,0x14899,34,0,0,
0x14899,l,0x148c2,41,0,0,
0x148c2,l,0x1496a,168,1,1,F~\:l
0x1496a,o,0x1498c,34,0,0,
0x1498c,o,0x149af,35,0,0,
0x149af,n,0x149ca,27,0,0,
0x149ca,l,0x14a13,73,0,0,
0x14a13,l,0x14a53,64,0,0,
0x14a53,l,0x14a99,70,1,1,.BSP
0x14a99,l,0x14b12,121,1,1,Gv\al
0x14b12,n,0x14b37,37,0,0,
0x14b37,l,0x14b77,64,0,0,
0x14b77,l,0x14b9a,35,0,0,
0x14b9a,l,0x14bf0,86,1,0,"C""|%n"
0x14bf0,n,0x14c25,53,0,0,
0x14c25,l,0x14c48,35,1,0,MFB?
0x14c48,l,0x14c68,32,0,0,
0x14c68,l,0x14c89,33,0,0,
0x14c89,l,0x14cf3,106,0,0,
0x14cf3,l,0x14d11,30,0,0,
0x14d11,l,0x14d37,38,0,0,
0x14d37,l,0x14d71,58,0,0,
0x14d71,l,0x14dee,125,0,0,
0x14dee,l,0x14e0d,31,0,0,
0x14e0d,l,0x14e73,102,0,0,
0x14e73,l,0x14f09,150,1,1,_022.GXI
0x14f09,l,0x14f79,112,2,2,"TURKEY_S2_FLIP\,8"
0x14f79,l,0x14fc1,72,1,0,ARIAL
0x14fc1,l,0x14ff7,54,0,0,
0x14ff7,l,0x1502b,52,0,0,
0x1502b,l,0x15050,37,0,0,
0x15050,o,0x15077,39,0,0,
0x15077,l,0x150a6,47,0,0,
0x150a6,l,0x150cc,38,0,0,
0x150cc,l,0x15100,52,0,0,
0x15100,l,0x15127,39,0,0,
0x15127,l,0x1514d,38,0,0,
0x1514d,l,0x15175,40,0,0,
0x15175,l,0x15197,34,0,0,
0x15197,l,0x151ce,55,0,0,
0x151ce,l,0x15236,104,0,0,
0x15236,l,0x15253,29,0,0,
0x15253,l,0x1527e,43,0,0,
0x1527e,l,0x152a6,40,0,0,
0x152a6,n,0x152c3,29,0,0,
0x152c3,l,0x152ea,39,0,0,
0x152ea,l,0x15314,42,0,0,
0x15314,l,0x1533b,39,0,0,
0x1533b,l,0x15367,44,0,0,
0x15367,l,0x153e3,124,0,0,
0x153e3,l,0x1541d,58,0,0,
0x1541d,l,0x15448,43,0,0,
0x15448,l,0x1546d,37,0,0,
0x1546d,l,0x15497,42,0,0,
0x15497,l,0x154da,67,0,0,
0x154da,l,0x154fc,34,0,0,
0x154fc,l,0x1556e,114,0,0,
0x1556e,l,0x155b1,67,1,0,MD|zl
0x155b1,l,0x155e5,52,0,0,
0x155e5,l,0x15606,33,0,0,
0x15606,l,0x15649,67,0,0,
0x15649,n,0x1568d,68,0,0,
0x1568d,l,0x156b0,35,0,0,
0x156b0,l,0x156d6,38,0,0,
0x156d6,l,0x156f8,34,0,0,
0x156f8,l,0x1571f,39,0,0,
0x1571f,l,0x15746,39,0,0,
0x15746,l,0x15765,31,1,1,6.PSB
0x15765,l,0x15786,33,0,0,
0x15786,l,0x157bd,55,0,0,
0x157bd,l,0x15807,74,0,0,
0x15807,l,0x15829,34,0,0,
0x15829,l,0x15876,77,0,0,
0x15876,l,0x158a3,45,0,0,
0x158a3,l,0x158ea,71,0,0,
0x158ea,n,0x1593a,80,1,1,OBJECTS\DINGHYS
0x1593a,l,0x15959,31,0,0,
0x15959,l,0x15979,32,0,0,
0x15979,l,0x1599d,36,0,0,
0x1599d,l,0x159e8,75,0,0,
0x159e8,l,0x15a08,32,0,0,
0x15a08,l,0x15a2c,36,0,0,
0x15a2c,l,0x15a79,77,0,0,
0x15a79,l,0x15abd,68,0,0,
0x15abd,l,0x15b39,124,0,0,
0x15b39,n,0x15b61,40,1,0,$L#v
0x15b61,l,0x15ba6,69,0,0,
0x15ba6,o,0x15bd1,43,1,0,kEz9
0x15bd1,n,0x15bfa,41,0,0,
0x15bfa,l,0x15c16,28,0,0,
0x15c16,l,0x15c39,35,0,0,
0x15c39,l,0x15c7a,65,0,0,
0x15c7a,l,0x15c96,28,0,0,
0x15c96,l,0x15cb7,33,0,0,
0x15cb7,n,0x15cdc,37,0,0,
0x15cdc,l,0x15d5c,128,2,1,fmS\t
0x15d5c,l,0x15d7e,34,0,0,
0x15d7e,l,0x15ddb,93,1,0,CUPS
0x15ddb,l,0x15e27,76,1,0,"*Xh"""
0x15e27,l,0x15e67,64,1,0,"7B"",Ml"
0x15e67,l,0x15e8b,36,0,0,
0x15e8b,l,0x15eac,33,0,0,
0x15eac,l,0x15ed0,36,0,0,
0x15ed0,n,0x15f37,103,2,2,SMALLCARS\'$
0x15f37,l,0x15f82,75,1,0,#H2^
0x15f82,l,0x15fe4,98,1,1,FMV\CHALL04.PSS
0x15fe4,l,0x16015,49,1,1,VEHICLES\BRUNO\WHEEL.PSM
0x16015,l,0x16049,52,0,0,
0x16049,l,0x16077,46,0,0,
0x16077,l,0x160a4,45,0,0,
0x160a4,l,0x160d8,52,0,0,
0x160d8,l,0x1610a,50,0,0,
0x1610a,l,0x1612f,37,0,0,
0x1612f,l,0x16157,40,0,0,
0x16157,l,0x16177,32,0,0,
0x16177,l,0x16195,30,0,0,
0x16195,l,0x161bb,38,0,0,
0x161bb,l,0x161ed,50,0,0,
0x161ed,l,0x1620f,34,0,0,
0x1620f,l,0x1622a,27,0,0,
0x1622a,l,0x16255,43,0,0,
0x16255,o,0x16290,59,1,0,AIk(
0x16290,l,0x162b5,37,0,0,
0x162b5,l,0x162fe,73,0,0,
0x162fe,l,0x1632d,47,0,0,
0x1632d,l,0x16384,87,0,0,
0x16384,n,0x163aa,38,0,0,
0x163aa,l,0x163f3,73,0,0,
0x163f3,l,0x1640f,28,1,0,|BY>
0x1640f,l,0x16452,67,0,0,
0x16452,l,0x16474,34,0,0,
0x16474,l,0x164ab,55,0,0,
0x164ab,l,0x164d2,39,0,0,
0x164d2,l,0x164fd,43,0,0,
0x164fd,l,0x1652d,48,1,1,.XML
0x1652d,l,0x16549,28,0,0,
0x16549,l,0x1656f,38,0,0,
0x1656f,l,0x1659a,43,0,0,
0x1659a,n,0x165c9,47,1,0,CLOTH
0x165c9,l,0x165ea,33,0,0,
0x165ea,l,0x1660f,37,0,0,
0x1660f,l,0x1662e,31,0,0,
0x1662e,o,0x16656,40,0,0,
0x16656,n,0x16679,35,0,0,
0x16679,l,0x166df,102,0,0,
0x166df,l,0x16702,35,0,0,
0x16702,l,0x16722,32,0,0,
0x16722,l,0x16746,36,0,0,
0x16746,n,0x16766,32,0,0,
0x16766,l,0x1678b,37,0,0,
0x1678b,l,0x167d0,69,0,0,
0x167d0,l,0x167ee,30,0,0,
0x167ee,l,0x16814,38,0,0,
0x16814,l,0x16836,34,0,0,
0x16836,l,0x16876,64,1,0,LD<>
0x16876,l,0x1689a,36,0,0,
0x1689a,l,0x168c6,44,0,0,
0x168c6,l,0x168e5,31,0,0,
0x168e5,n,0x1690c,39,0,0,
0x1690c,l,0x16952,70,0,0,
0x16952,l,0x16975,35,0,0,
0x16975,n,0x169fb,134,2,2,>\{N
0x169fb,l,0x16a19,30,0,0,
0x16a19,l,0x16a8b,114,1,1,CUPS\TROPHYROO*
0x16a8b,l,0x16aff,116,1,0,F@L?l
0x16aff,l,0x16b4b,76,0,0,
0x16b4b,l,0x16b93,72,0,0,
0x16b93,l,0x16bb3,32,0,0,
0x16bb3,l,0x16bfb,72,1,1,.vEN\-l
0x16bfb,l,0x16c19,30,1,0,?Zg@V=
0x16c19,l,0x16c64,75,0,0,
0x16c64,l,0x16c88,36,0,0,
0x16c88,l,0x16cc2,58,0,0,
0x16cc2,l,0x16d54,146,0,0,
0x16d54,l,0x16db9,101,0,0,
0x16db9,l,0x16e14,91,1,0,->|Wl
0x16e14,l,0x16e30,28,0,0,
0x16e30,l,0x16e52,34,0,0,
0x16e52,l,0x16e84,50,2,2,"$\""w"
0x16e84,l,0x16ea8,36,0,0,
0x16ea8,l,0x16f2f,135,1,1,.BSP
0x16f2f,n,0x16f6f,64,1,1,"?U\""l"
0x16f6f,l,0x16fb4,69,1,1,EXTURES\RMLGS1-TGA.GXI
0x16fb4,l,0x16ffe,74,1,0,zAT'
0x16ffe,l,0x17035,55,1,0,q>C<
0x17035,l,0x17063,46,0,0,
0x17063,l,0x17089,38,0,0,
0x17089,l,0x170b2,41,0,0,
0x170b2,l,0x170d3,33,0,0,
0x170d3,l,0x170fd,42,0,0,
0x170fd,l,0x17128,43,0,0,
0x17128,l,0x1715d,53,0,0,
0x1715d,l,0x17181,36,0,0,
0x17181,l,0x171b8,55,0,0,
0x171b8,l,0x171e9,49,0,0,
0x171e9,l,0x17231,72,1,0,MEGANE
0x17231,n,0x17253,34,0,0,
0x17253,l,0x17283,48,0,0,
0x17283,l,0x172a4,33,0,0,
0x172a4,l,0x172c6,34,0,0,
0x172c6,l,0x172ef,41,0,0,
0x172ef,l,0x1730e,31,0,0,
0x1730e,l,0x17335,39,0,0,
0x17335,l,0x1735f,42,0,0,
0x1735f,l,0x17388,41,0,0,
0x17388,l,0x173d0,72,0,0,
0x173d0,l,0x173f9,41,0,0,
0x173f9,l,0x1741d,36,0,0,
0x1741d,l,0x1743c,31,0,0,
0x1743c,l,0x17466,42,0,0,
0x17466,l,0x1748e,40,0,0,
0x1748e,l,0x174e8,90,1,0,FORKLIFT
0x174e8,l,0x17509,33,0,0,
0x17509,l,0x1752f,38,0,0,
0x1752f,l,0x17554,37,0,0,
0x17554,l,0x1757b,39,0,0,
0x1757b,l,0x175be,67,0,0,
0x175be,l,0x1760b,77,0,0,
0x1760b,n,0x17626,27,1,0,/>{?
0x17626,l,0x1764e,40,0,0,
0x1764e,l,0x1766f,33,0,0,
0x1766f,l,0x17693,36,0,0,
0x17693,l,0x176ae,27,0,0,
0x176ae,l,0x176d2,36,0,0,
0x176d2,l,0x17718,70,0,0,
0x17718,l,0x17747,47,1,1,.PSB
0x17747,n,0x1776e,39,0,0,
0x1776e,l,0x177b3,69,0,0,
0x177b3,l,0x177dc,41,0,0,
0x177dc,l,0x17815,57,1,0,>/Ad>
0x17815,l,0x1783a,37,0,0,
0x1783a,l,0x17858,30,0,0,
0x17858,l,0x17877,31,0,0,
0x17877,l,0x178ef,120,0,0,
0x178ef,l,0x17930,65,0,0,
0x17930,l,0x17973,67,1,1,S1.BSP
0x17973,l,0x179b5,66,0,0,
0x179b5,l,0x179f7,66,0,0,
0x179f7,l,0x17a9f,168,1,0,BARGE
0x17a9f,l,0x17af5,86,0,0,
0x17af5,l,0x17b17,34,0,0,
0x17b17,l,0x17b41,42,1,1,S2.XML
0x17b41,l,0x17b83,66,2,2,#1\'$
0x17b83,l,0x17bd4,81,1,1,16\x
0x17bd4,l,0x17c10,60,0,0,
0x17c10,l,0x17c47,55,0,0,
0x17c47,l,0x17c65,30,0,0,
0x17c65,l,0x17cac,71,1,0,=`@7n
0x17cac,l,0x17cdb,47,0,0,
0x17cdb,l,0x17cfb,32,0,0,
0x17cfb,l,0x17d1e,35,1,0,#JCv5
0x17d1e,l,0x17d3f,33,0,0,
0x17d3f,l,0x17d5d,30,0,0,
0x17d5d,l,0x17d88,43,0,0,
0x17d88,l,0x17dc9,65,0,0,
0x17dc9,l,0x17de7,30,0,0,
0x17de7,l,0x17e10,41,0,0,
0x17e10,l,0x17e32,34,0,0,
0x17e32,l,0x17eb1,127,0,0,
0x17eb1,l,0x17ed6,37,0,0,
0x17ed6,o,0x17efd,39,0,0,
0x17efd,l,0x17fc5,200,1,0,>l3l
0x17fc5,l,0x18028,99,1,0,El<n
0x18028,l,0x1808a,98,1,1,10_000.GXI
0x1808a,l,0x180c8,62,0,0,
0x180c8,l,0x18104,60,0,0,
0x18104,l,0x18120,28,0,0,
0x18120,l,0x1815a,58,0,0,
0x1815a,l,0x1818f,53,0,0,
0x1818f,l,0x181b4,37,0,0,
0x181b4,l,0x181e7,51,0,0,
0x181e7,l,0x18207,32,0,0,
0x18207,l,0x18238,49,0,0,
0x18238,l,0x18259,33,0,0,
0x18259,l,0x18287,46,0,0,
0x18287,l,0x182e0,89,1,1,M1.CFL
0x182e0,l,0x1830e,46,0,0,
0x1830e,l,0x18332,36,0,0,
0x18332,l,0x1834d,27,0,0,
0x1834d,l,0x18370,35,0,0,
0x18370,l,0x1838f,31,0,0,
0x1838f,l,0x183bb,44,0,0,
0x183bb,l,0x183dc,33,0,0,
0x183dc,l,0x18414,56,0,0,
0x18414,l,0x18435,33,0,0,
0x18435,l,0x18457,34,0,0,
0x18457,l,0x1848a,51,0,0,
0x1848a,l,0x184af,37,0,0,
0x184af,l,0x184d4,37,0,0,
0x184d4,l,0x184ee,26,1,0,HGy 
0x184ee,l,0x18559,107,0,0,
0x18559,l,0x185bf,102,1,1,FMV\BAGOO3.PSS
0x185bf,l,0x185dd,30,0,0,
0x185dd,l,0x18603,38,0,0,
0x18603,l,0x18629,38,0,0,
0x18629,o,0x1864a,33,0,0,
0x1864a,l,0x186a8,94,2,1,\TERRANO\CAR.PSM
0x186a8,l,0x186fe,86,0,0,
0x186fe,l,0x1871e,32,0,0,
0x1871e,l,0x1875c,62,1,1,.BSP
0x1875c,o,0x18780,36,1,0,@`y;
0x18780,l,0x187b0,48,0,0,
0x187b0,l,0x187c9,25,0,0,
0x187c9,l,0x18810,71,0,0,
0x18810,l,0x18834,36,0,0,
0x18834,l,0x18858,36,0,0,
0x18858,n,0x1887c,36,0,0,
0x1887c,l,0x1889d,33,0,0,
0x1889d,n,0x188db,62,0,0,
