offset,kind,text,before_hex,after_hex
46153,partial_path,M2\FAR*,c92f41e93500006c0003c4955d0048ca3e9c0403,4d325c4641522ade2704c5ac0f70500310cc5e00cc16bc012bdc2700
46182,partial_path,VEHICLES\JUMP,04c5ac0f70500310cc5e00cc16bc012bdc270005,56454849434c45535c4a554d50006940f5f747801800006c0003c03a
46221,partial_path,EST\BACKDROP_05$,801800006c0003c03a5d00ccdb31dc012c5c0d0c,4553545c4241434b44524f505f303524f4210288c43e42364cd56c00
46308,partial_path,_S1\PINETRE)<,f100006c000378535f0090a6384d0146231c2b08,5f53315c50494e45545245293c1505702c2045a60a00006e00406620
46340,partial_path,"W\WHITE"",*)t",3c1505702c2045a60a00006e00406620031c1204,575c5748495445222c2a29741f0545944446b43d00006e006835ac2b
46376,partial_path,M\DRYRIVERBEDht*|,4446b43d00006e006835ac2b311c1d8cc4dc450a,4d5c445259524956455242454468742a7c0305be31e43fa50c00006e
46505,partial_path,MISC\SKY\CLOUD0,c805066950ba2448768c00006e0038cb356c0d0c,4d4953435c534b595c434c4f554430b900532a481d06696daac24211
46610,partial_path,M1\WHE*,406d0f00006c00038cb65e0070de383c01bc1103,4d315c5748452a002b026830c5421e4c656c0002c8d95e0094394c02
46719,full_path,\CAR.PSM,007e88e0ed310c23270c1101524d4f4e22b8200f,5c4341522e50534d0069001f9444232900006c0003e49a6000a4e033
47279,partial_path,S1\TEMP(h,02eab2418a3200006e006006356c0ddc3dbc3404,53315c54454d5028680606693f8a533404005e006c0003a49e5c009c
47312,partial_path,FMV\CHALLBfPSD*,8a533404005e006c0003a49e5c009c4f258c2906,464d565c4348414c4c42665053442a07696940a2a340ecbf13006e00
47353,fragment,M1.BSP,40ecbf13006e00dc94357c1b2bbc015cc0a00f08,4d312e4253500069694ce8bc917c2703f4f85d0098c5241c4a2b0c07
47503,partial_path,S2\I_LARGEVILLA),df3300006c0003e8df5f006ca3318c0a2b3c050c,53325c495f4c4152474556494c4c4129d40e0320380849c6ae4c5306
47769,partial_path,3\NEU#,59370046ca4c596c000344375f0048213e7c0102,335c4e4555238c5829383e0669ba2dbe459f3e00006c0003e8255e00
47971,partial_path,1\WALL+n,d32640393900006c0003dce05c00bc223d2c0203,315c57414c4c2b6e173080bc207c5f6e0078c9312c052b3c0db03374
48132,partial_path,GXM\PERSP*$C,5f00acff31bc0a23ac3503434c4f54484240d906,47584d5c50455253502a244302f693713e904c9f6c00038035600024
48486,partial_path,S\PS2l,6c00034c4c5e006c942d2c03240c22f433bced02,535c5053326c0022f45a0a524f4c4c45524f5054494f4e5323432025
48566,partial_path,M\TRED),6c0003b44e6000a8a42d5c02223c20cc24cc1b03,4d5c5452454429141402e30afe42d35ce36c000328245e0010ab387c
48815,partial_path,_S2\TURKEY,9d13006c000384485d00b4b9314c01cc40ac1107,5f53325c5455524b4559110000bf0f00000c1000000d5f53322e4253
48837,fragment,_S2.BSP,325c5455524b4559110000bf0f00000c1000000d,5f53322e42535000e9ed2e41d12b00006c00003270985f0084565d00
48869,full_path,\TNG\DATAPSM\COURSE\ITALY_M1_FLIP\WATER-TGA.GXI,d12b00006c00003270985f0084565d0003000000,5c544e475c4441544150534d5c434f555253455c4954414c595f4d31
48938,partial_path,TURKEY_M\BASEGRASS',4b4146aa3f00006c0003dc2a5e00d8a6381c010f,5455524b45595f4d5c424153454752415353271801066911f6b745c4
48982,partial_path,2\FENCEGATE(,f6b745c43f00006c000394585d00fc473e1c0108,325c46454e434547415445281801066954b17941084000006c0006cc
49022,partial_path,S1\I2A_ROCK2( ,084000006c0006cc54600040485d00013b5c0309,53315c4932415f524f434b322820010508fcbd42082900006c0003f4
49061,partial_path,S4\MASTERLOGO' ,42082900006c0003f42e5f0064dc383c02bc230a,53345c4d41535445524c4f474f2720010520ad7f42de3c00006c0001
49140,partial_path,SCENE\FRONTP,69a2f6a848ca1800006f0040e65c78092cdc0608,5343454e455c46524f4e545007001353435245454e535c5053325c52
49155,full_path,SCREENS\PS2\RACERESULTS.XML,092cdc06085343454e455c46524f4e5450070013,53435245454e535c5053325c52414345524553554c54532e584d4c00
49207,partial_path,\NEW\TROPHYICONS,48460100006c0003e4b05c00a049318c03e4090d,5c4e45575c54524f50485949434f4e53cc01000253484545542e5053
49227,fragment,SHEET.PSB,5c4e45575c54524f50485949434f4e53cc010002,53484545542e505342006969ec4504485a3500006d00dc4e380cbe3f
49338,partial_path,S2\SANDTRACK+0,e40402c7faf946325c546e003ccc3c1c06dc5409,53325c53414e44545241434b2b3001051794d547d30800006c0003c0
49375,partial_path,ONTS\ARIAL~CIC,94d547d30800006c0003c02b5f007c99329c0307,4f4e54535c415249414c7e434943ac01045f34385f43454e48680245
49437,partial_path,_S2\NEU PINEROW(,3c00006c0003b82e5e00346c314c01dc71ac1d0c,5f53325c4e45552050494e45524f5728a80306693bb4a64807140000
49580,partial_path,XTURES\PATROLLIGHTS3),000308d15e0084f3310c0101434f4d4d6c5c0002,5854555245535c504154524f4c4c494748545333291c0f05711b713e
49628,partial_path,2\LOCK)8,ea2e00006c000224555f00cc342c019c9cbc2a03,325c4c4f434b2938050669c0dbd5479c1000006c0003307e5f00f0f4
49949,partial_path,M\VILLAGE04(T,4bc43e322900006c00038c655f0064d33f4c0308,4d5c56494c4c41474530342854030578677641f72d00006c0003ec7c
49987,partial_path,1\GOODRICH(,41f72d00006c0003ec7c5e004c2f381c01cc3f07,315c474f4f445249434828180106691d62563f390a00006c00624818
50022,partial_path,W\ALUMINIUM( ,1d62563f390a00006c006248185f381c01cc2c08,575c414c554d494e49554d2820010544467b41760f11006c0004f8c9
50090,partial_path,S\MRALLYE,6969280ed747f60800006e003046358c16686b06,535c4d52414c4c5945fc00015f303137b44605754ac23e9b3a00006c
50162,partial_path,1\MRTRUCK tk' ,70459a4cec6c000320395d004cfd380c01acc507,315c4d52545255434b20746b27200108696969f9d20246d13f00006c
50202,partial_path,3\PLANT(8,d20246d13f00006c00032cd45e00ccc53e2c0104,335c504c414e542838020369fd39dc3d28407b6c0003b0725f00c4ea
50277,partial_path,2\DR*,8d4c586c0003142c5f0068fe332c019ca1ac1b01,325c44522aa407056969aafde9405a3d5cfc063d0000b0975c00d492
50383,partial_path,"1\MARIN""",3e372900006c000344a65d00f0b6381c01bc5904,315c4d4152494e2206284f4627200105126a93440c3c00006e0000d3
50420,partial_path,S2\HOTEL- n,6a93440c3c00006e0000d35d7443381c01bca207,53325c484f54454c2d206e1e49412728010369791d42462f4c1b6c00
50460,partial_path,_M\CANYON',1d42462f4c1b6c000258865f00f0392c01ac1b06,5f4d5c43414e594f4e2710010522a24347fd3b00006c00037c445d00
50561,partial_path,_W\GL+,3f900900006c000358c35d00b86438cc04ac2f02,5f575c474c2b1c3005a6a606486a2c00006c0003bcde5f00f4d8310c
50691,partial_path,VEHICLES\SIMMBUGGHINI,0c60bc2d7cad03c89c5c000465acc92bec35000d,56454849434c45535c53494d4d4255474748494e4900695bc0c34276
50774,partial_path,HUD\HUD1#T(,bb4800006c0003f4385f0044832d3c01243c3105,4855445c48554431235428056ab51648581300006f009c065e781830
50872,partial_path,S2\TOP*,00006c00033c0b5e00ecee2d3c03295c3bcc5003,53325c544f502a9c07046e3f42683e00006c0003882c5e003897380c
50938,full_path,TANK\CAR.PSM,8b48892c01006c00721a1468312c0127ac070001,54414e4b5c4341522e50534d006983c8f847f54cb56c0003f4bf5d00
51433,partial_path,3\BOAT),0802ee2efa456e5c256e00f0c8316c472ffc0603,335c424f415429b83b06692fb295475b3e00006c0003dc445e0068e1
51557,partial_path,MISC\SKY\CLOUD4,2cf03405c3d42748491a00006e008cc635dc190c,4d4953435c534b595c434c4f554434ba005334a4aa0769690c88ef47
51728,partial_path,W1\CTYR),b1a8c1426f0400006e0098ae3c1d0149234c5804,57315c4354595229fc1d0548a34346373700006c0003b8d95c0080a4
51793,partial_path,"FMV\MSPOR""",4e0769697265a53c2fa609006e00787529fc1106,464d565c4d53504f5222d45107530025890143d01d00006e0020fd3c
52099,partial_path,S1\WIRE(,0000006c0002b0f15f00902ebc2b7c082c7c0a04,53315c5749524528b06205e73ebf452a3f00006e001ca1296c0a31ec
52159,partial_path,S4\STP(,42401f00006c00036cbf5d0020ce389c06bc5703,53345c53545028a43a07696934ec2345361800006c00038cfa5e001c
52261,partial_path,2\WC(,34f7451e0e00006c0003a0105f0098043e3c2201,325c5743280e0bd412ac906e4fc8634d6acaac2d2b9c342ccc07289c
52530,partial_path,1\LOOPCONECTMI),3b00006c000398975f000469311c01dc56bc680b,315c4c4f4f50434f4e4543544d4929983503691cff03461d5c1a6c00
52758,partial_path,1\DRYLAN(,ef6d45dc3d00006c00033ce75e00d0223e6c1005,315c4452594c414e28d40705e0b3e83d1c0800006c0002fc0e5f000c
52862,partial_path,W\CHECK(H,0f050ca2d6444c2200006e00944f3c5c3bac2204,575c434845434b2848190669dcd6fd42073400006c000340a75e0068
52953,full_path,"""\DATAPSM\COMMONTEXTURES\SIDERED2-TGA.GXI",030000005c544e471100000c100000b70f000000,225c4441544150534d5c434f4d4d4f4e54455854555245535c534944
53022,partial_path,\TNG\DAT,2e3f00006c000002f83d5d003cac5d0003000000,5c544e475c444154dc080007555253455c5455524b45595f53325c51
53034,partial_path,"URSE\TURKEY_S2\QUAD BLEND*,",3cac5d00030000005c544e475c444154dc080007,555253455c5455524b45595f53325c5155414420424c454e442a2c01
53085,partial_path,FONTS\ARIALITALIC,d5473b0700006c0004a0595f00bc245e302c010e,464f4e54535c415249414c4954414c4943ac01055f34385f43454e54
53144,partial_path,SPAIN_W\WH(,fd1f45be0500006c0001344960006000367c0207,535041494e5f575c574828880305125fa146a93e00006c0003b4975e
53180,partial_path,1\GRASS_TO_MU),a146a93e00006c0003b4975e006cbf20017c030a,315c47524153535f544f5f4d55298403050defbd45ad3e00006c0003
53218,partial_path,2\PLANT1(,efbd45ad3e00006c000324285f0010ad3e2c0105,325c504c414e5431289404052c62b740626128006f0024f85d791900
53289,partial_path,S3\I2A_FIEL),fc417d3f00006c000498d15e00dcef5c3d0c0108,53335c4932415f4649454c29f807059b9fd13de90a00006c00032892
53370,partial_path,FRANCE_S1\WIRES'p,0000006c0003987d5d00b82631ee07434f9c480c,4652414e43455f53315c574952455327700405deb519483f2600006c
53410,partial_path,HUD\MASTER_TEL,b519483f2600006c0003f4e45e00e48a313c020a,4855445c4d41535445525f54454c11044154455f303030fc4505252b
53460,full_path,FMV\INV1.PSS,04c042006c000638ff5e0094d05d00017c590005,464d565c494e56312e505353006969d84e2845c24e13006c0003602a
53567,partial_path,2\ROOFTOP(,0550c5743e9b3100006f00dc92603b1c01ac2806,325c524f4f46544f50281005056969697427f841914c5e6f005c0a5e
53601,partial_path,S2\VHUTDOOR'4,69697427f841914c5e6f005c0a5e3b1c01a84b08,53325c56485554444f4f522734020769695c2fd047280f00006c0003
53674,partial_path,W1\I_WOOD,4000006c000394025e00c88bdc31317c11ac1106,57315c495f574f4f4482245f30289809057141cf3d571100006e002c
53848,partial_path,1\TRED)h,0a00006c0003c8605e0014c331fc06cc5cbc4903,315c545245442968030669dd4041463b0a00006c00834900000036bc
53880,partial_path,M\ALUMINIUM(`,4041463b0a00006c00834900000036bc12dc1108,4d5c414c554d494e49554d286003056dfbf1479a3500006e0020fe35
53916,partial_path,ND\NEW\TEST\BACKDROP_01,fbf1479a3500006e0020fe35de13465274d50005,4e445c4e45575c544553545c4241434b44524f505f3031a87c05a997
54188,partial_path,2\CTYR(T,9e0400006c00033052600070b3336c0c295c1803,325c4354595228541407696900eae83f6c0f00006c000390365d0068
54340,partial_path,TITLESCREEN\BG_,ef3b00006c0003e4865d00dc2131fc022bec010c,5449544c4553435245454e5c42475f9b015f30372574250514c14d3f
54564,partial_path,MISC\SKY\CLOUD5,7f28484c1a00006c0003387c5d00e432312c010c,4d4953435c534b595c434c4f554435ba0053352538280669dad62145
54932,partial_path,"1\DR*,""",69693088c73e920f00006e0074123cac0bfc0901,315c44522a2c22053c5e92441e3a00006c0003a8dd5c0088ba31bc06
55177,partial_path,"M\NEU DRY""",719d4846034c0a6e00d856379c03235c21dc2506,4d5c4e455520445259221d282d6b392d52482a2c2805cbd1da3d9405
55659,partial_path,COPTER\HELI_TAILROTOR,48410200006e0068a6bc4d2f0d024d223c250003,434f505445525c48454c495f5441494c524f544f528434056b047841
55756,fragment,ICKRACE.XML,1c0d035343454e455ce478bff9535c5023a05509,49434b524143452e584d4c005c8a029d7a4f46854c136c00022c9f5d
55794,partial_path,_M\TD,46854c136c00022c9f5d00dc34cc4e9c8aac2c01,5f4d5c54440829904105524d6840443e00006c0003c4af5c0084c03d
55884,partial_path,S2\SWEEDE BOA*(,0b04e8d3444a2f00006e00b8c835ec062b5c0c0a,53325c53574545444520424f412a28170669cabf4943323100006c00
55961,partial_path,W\NOIS),479c1f00006c0003f4046000f0e3381c01dc2d03,575c4e4f495329001705961537428f2000006c0003e4625e005cf638
56023,partial_path,2\SCHLESS+ %,45852700006c0003d41d5e006c9c382c01bc1106,325c5343484c4553532b202502ad68b541895c236c000354d15e003c
56058,partial_path,2\DEFAULT `,b541895c236c000354d15e003c4e381c01cc1207,325c44454641554c542060020149414e202d0c3805b0d03b429d0400
56450,partial_path,3\BEDLEF( ,45443f00006c0003700b5d00b4c838bc2bbc1105,335c4245444c454628200205e754fa48fcda00006c000370d45e008c
56953,partial_path,W\PALMTREEX) ,3400006c000344e45c008c34311c09cc24ac5208,575c50414c4d54524545582920010183051448110000b70f00001e10
57004,partial_path,\TNG\DATAPSM\FRONTEND\NEW\TITLESCREEN|,ed200000ed20000014a95c006000001703000000,5c544e475c4441544150534d5c46524f4e54454e445c4e45575c5449
57046,fragment,_058.GXI,4e45575c5449544c4553435245454e7c0198010f,5f3035382e475849006930749547ff3d00006c0005dc905d0070055d
57080,partial_path,COURSE\TURKEY_W\TRACK_RIVER-TGA,ff3d00006c0005dc905d0070055d002f3c01000d,434f555253455c5455524b45595f575c545241434b5f52495645522d
57137,partial_path,ITALY2\ELF(,622840652600006c00038c8d6000b4f0382c0107,4954414c59325c454c462804010515896240bac800006c0004b86560
57205,partial_path,VEHICLES\KIASPORTAGE,6910c15d68228f0014a25e9c0070002b7c04000d,56454849434c45535c4b494153504f52544147450069692c707a41ca
57248,partial_path,_S1\I2A_TARMAC',2c707a41ca3a00006e002cec356c05cc219c0f0b,5f53315c4932415f5441524d414327140205de174447863b00006c00
57290,partial_path,S2_FLIP\MUD_ROAD'/,863b00006c00049ca85e00e8455e371c03cc2a0d,53325f464c49505c4d55445f524f4144272f01e8095f78178e0010ed
57353,partial_path,_S4\BARK',4d7d427e0700006c00034cac5e004c063d2c0605,5f53345c4241524b27e40107696962f5ee477d3300006e00b8c1bc10
57389,partial_path,LANGUAGE\FLAGSHEET_002,ee477d3300006e00b8c1bc102f6c082bac090004,4c414e47554147455c464c414753484545545f303032fc4305988716
57433,partial_path,TROPHYICONS\CHALLENGE,0598871648740900006e0010d1bc343c3c010003,54524f50485949434f4e535c4348414c4c454e4745b002f50b30b40b
57487,partial_path,XTURES\JUMPSIDE128',5a00006c0003b8265e0038ad33ee084d4d64630f,5854555245535c4a554d505349444531323827d40305c31a7b3ef03d
57530,partial_path,FRANCE_M\CRATE1',1a7b3ef03d00006c0003b4b15d00d83638ec060c,4652414e43455f4d5c435241544531270c0105077c9f46dd3d00006e
57569,partial_path,1\DRYLAN(,077c9f46dd3d00006e001c66359c03dc48fc3f05,315c4452594c414e28e407076969e827e1473c0700006c0003d8cd5c
57691,partial_path,2\WEBL(T,74416d0f00006c00032c5d5e004828389c04df09,325c5745424c285402056c78eb466c0f00006c0002d4e95e0090390c
57782,partial_path,M\BRIC),6c00069c7b6000cc4c5d00012e1c15dc21cc0f03,4d5c4252494329800c053b660646ed1d00006c000394465d00b81638
57885,partial_path,SPAIN1\MICHELIN'P,43972800006c0003500d5f00085d313c01dc1a0c,535041494e315c4d494348454c494e275002055437f3478e1700006e
57922,partial_path,EST\BACKDROP_019,02055437f3478e1700006e0004e1bc2b3d9c0e0d,4553545c4241434b44524f505f303139907205fa076640752400006c
57966,partial_path,3\ELDORAUTO'0,2400006c0001747b5f007c692f1c01cc118c4408,335c454c444f524155544f2730024c57021e404146bf4c8f6c0003e8
58006,partial_path,3\WIRES),46bf4c8f6c0003e8f65e00b0e1336c0f298c1a04,335c574952455329100105e0ffc63d840500006c000324b95d00442c
58120,full_path,S\PS2\PROGRESS.XML,5d0000e72d7c06025343454e4527041fbc3c0009,535c5053325c50524f47524553532e584d4c00a885e23f911d00006c
58549,full_path,HUD\HUD-NUMS.PSB,1648ed0300006c00030c755e00a04f316c0f0009,4855445c4855442d4e554d532e505342006969575acd3d460500006e
58625,partial_path,"3\GRAVEL,",3e00006c000334fb5f00481031ec01cc37ac2805,335c47524156454c2cae288cd7bc276c400354c35c00b097240c2b32
58729,partial_path,S1\G TO M),02695b6aa046fc61045c0a5f0064315e3e8c1d06,53315c4720544f204d29180102697935e33d64196c0003fc91600048
58801,partial_path,S4\TOP),42d00c00006e00f4cb750900308c13cc1cac6b03,53345c544f502908010669bba58d48db9201006c007e2c740131ac06
58833,partial_path,TATA\CAR,a58d48db9201006c007e2c740131ac06270c1805,544154415c434152b4bf055dd64646823b00006c0003cc5d5f001412
58869,partial_path,M\LOOPCONECTMI)p(,3b00006c0003cc5d5f00141231ec00dc0fdc330b,4d5c4c4f4f50434f4e4543544d4929702805b264fd42773800006e00
58909,partial_path,W1\I_CHURCH0(,fd42773800006e00f0b2bc3e31dc098ce2ac1909,57315c495f4348555243483028f81305c730e93f3b0a00006c007e19
58947,partial_path,1\ALUMINIU+,e93f3b0a00006c007e19b82631fc0fcc129c0807,315c414c554d494e49552b8c060549c26540562200006e00b4044d1b
58983,partial_path,3\CHECK*,6540562200006e00b4044d1b9a338c06283c0204,335c434845434b2a8c1e053cd000491cbf00006c0003989f5e006c28
59134,partial_path,S4\M3h,45be42981d00006c0001749b5c006c003c7c0601,53345c4d33681e0669a186d048d36702006c0003141a5f0034542d5c
59301,partial_path,_W2\FARM)0,0243053600006c00023c245f0014398c36982105,5f57325c4641524d2930030552e223482a0c00006c007e5e8cdd31ec
59331,partial_path,MISC\HAYBALE,030552e223482a0c00006c007e5e8cdd31ec0109,4d4953435c48415942414c45fc00a87906692bff8243832c00006c00
59375,partial_path,2\CONCRDW'8,00006c000378b75d0084a931fc00cc2a23dc2104,325c434f4e435244572738110261f0d047054cce6e0050c2350c0f08
59403,partial_path,FONTS\ARIAL,572738110261f0d047054cce6e0050c2350c0f08,464f4e54535c415249414cb400035f31365f3031f02105618b24482c
59816,partial_path,S1\DEFAULT `,7541883100006f00ec5160695e00367c07bc2108,53315c44454641554c542060020449414e20524f4f29e85106690b33
60167,partial_path,M\STEE),4e46795c4e6c0003c04b6000c44b381c01dc3b03,4d5c53544545291c4d01e56ab545220c4d6c0003489f60004c193e0d
60257,partial_path,Y_M2\WALL_+,7441c05c086c00034cb85d009c9e38bc0a687107,595f4d325c57414c4c5f2ba82106691ce5c73ea53e00006c0003c4b1
60297,partial_path,1\FIELD*H),3e00006c0003c4b15c00b4e331dc15dc2bfc3404,315c4649454c442a4829046953a682438d364cc14e00a885377c3623
60403,partial_path,2\FENCEGAT(\,0c3fcd5c246c00033c165f003851389c04fc1b07,325c46454e4345474154285c02050eb69444540600006c0003cc165d
60666,partial_path,W\HE+,0028f764be6f9827de1220117c4538fc09dc4501,575c48452b1460055602343ee93900006f00008960882031fc158c61
61118,fragment,TGA.GXI,554d494e49554d2d1100001e100000dc0f00000d,5447412e475849009a1061400f2900006c00002404605e00a4475e00
61150,partial_path,\TNG\DATAPSM\COURSE\ITALY2\MASTERLOGO-TGA.t,0f2900006c00002404605e00a4475e0003000000,5c544e475c4441544150534d5c434f555253455c4954414c59325c4d
61219,partial_path,_S3_FLIP\VHUTDOOR(0,7b427a3e00006c000488ac5f00c4875d3c1c010e,5f53335f464c49505c56485554444f4f522830010552acd547110900
61261,partial_path,FONTS\ARIAL~,acd547110900006c0003eccf5e007007312c0108,464f4e54535c415249414c7e124943ac010e5f34385f43454e544552
61322,partial_path,FRANCE_S2\RAILPYLON'p,4f3fb20c00006c000110145f006000369c030001,4652414e43455f53325c5241494c50594c4f4e27700205aeca2c3e11
61370,partial_path,1\MARINA_WALL',2e00006c0003700f5e005ce0316c02dc25bc080a,315c4d4152494e415f57414c4c271c010526c24947d30c00006f0080
61645,partial_path,SPAIN1\MRTRUCK ROLLE),49438f2000006c0003ac4a5e00a48c384c020002,535041494e315c4d52545255434b20524f4c4c4529880c0669e38218
61693,partial_path,HUD\HUD-TEMPLATE_005,48232400006c0004c86a5f00fc9e5c308c040002,4855445c4855442d54454d504c4154455f303035c0620593c86840cd
61780,partial_path,ND\NEW\TEST\BACKDROP'D,5c616c0003301f600044d3311e02465264460002,4e445c4e45575c544553545c4241434b44524f50274402052bd2f341
61857,partial_path,_W1\DRUM',dec142920f00006c000330115d00700b3d5c0305,5f57315c4452554d279406076969e8236c456d3d00006c0003943d5f
61895,partial_path,1\CANYON_TRACK_LEFT)<,6d3d00006c0003943d5f00241d380c01ac730001,315c43414e594f4e5f545241434b5f4c454654293c0105dded793efa
61943,partial_path,2\WOOD_)_,2b00006c000350cd5c005c4a333c0b8c51ac8604,325c574f4f445f295f03709f5d8c4f7000035cee5e00045bac24379c
62049,partial_path,1\I_r$FEm,bd01317f061b7822279f0d3cde5c78073c1c1301,315c495f722446456db53029480a06694135fd41373e00006c00032c
62125,partial_path,VEHICLES\BRUNOX,922f4873ab02006c000388675d00840b31ec060b,56454849434c45535c4252554e4f58e5074d504c4554452e50534d6c
62142,fragment,MPLETE.PSMl,ec060b56454849434c45535c4252554e4f58e507,4d504c4554452e50534d6c1b05d89cee47c02a00006f002c9b608c1b
62178,partial_path,LANGUAGE\FLAGSHEET_000,47c02a00006f002c9b608c1b2f3c132b8c0c0004,4c414e47554147455c464c414753484545545f303030c87706693230
62225,full_path,FMV\ELF3.PSS,306136dbfa3e006c000378415d00307edc1b0005,464d565c454c46332e505353006969e2e9d647b00700006c00033805
62308,partial_path,_W\DIRT_SHRUB_BLEND_LFT_I(,00006c0003dcbc5d006050310c01dcddac610007,5f575c444952545f53485255425f424c454e445f4c46545f4928101d
62673,partial_path,MEGANE\CAR,77654828ad01006c007c296c002f5c04273c0507,4d4547414e455c434152c81906693bca673b04c041006c0001c0a35e
62763,partial_path,S2\GRAVEL_+,19c5f246ab4c6a6c0003d068600048da3fdc0507,53325c47524156454c5f2be404046969ab982045f74ca86c00032876
62866,partial_path,_M\STUB,05d2c13e6c086c000418d55d00acba5c3d1c0104,5f4d5c535455428c90283c0205ba9bfe41ef3f00006c0003b80d5d00
63046,partial_path,ITLESCREEN\NEWTx,5a2200006c00031caf5e007403316c032c1c010c,49544c4553435245454e5c4e4557547801015f303637b4d701f27e3b
63214,partial_path,_W\F_CONC'T,3fd02600006c000314715d00dcca387c03ac6706,5f575c465f434f4e432754090127ac47467c2d6c0003380e600018f0
63248,partial_path,M\MU,ac47467c2d6c0003380e600018f038fc0dcc2e01,4d5c4d55962d524f288838053e89ba45ba3900006c0003f8fb5e0068
63741,partial_path,M1\VILLA(<,bb3a00006c000338b85e00ec66310c012bac0305,4d315c56494c4c41283c11025a9892449d5c106c0003b0335e006c16
63775,partial_path,S2\CTYR),92449d5c106c0003b0335e006c16380c01ac3804,53325c43545952299c1b05e746d13d660100006c0002681d5f00f434
64054,partial_path,BUTTONS\PS2,476c0003e0255f0080b1318c038d7e4525ec4908,425554544f4e535c505332c801092e50534200696969b425b6417ce3
64125,partial_path,SCENE\ICONT%,c6ee4851fa01006c0003f4595f00185e2d7c0308,5343454e455c49434f4e5425bc33024d2e43464c7c0f02bbdadc3d87
64266,partial_path,F1\-/,026969702776272c050398bb5e00d82c388c27ce,46315c2d2f05929ecd273c3e032c9b5c00e49e2d2c05245c622b3c04
64437,partial_path,2\TENT3',41212e00006c000314a55f002c0d383c02dc2c04,325c54454e543327080106698e31bc3e363000006c000354b45e0024
64470,partial_path,M\LO(,31bc3e363000006c000354b45e0024403f1c0201,4d5c4c4f28d0434c67052566c5432a2800006c000350845e00ac1a38
64628,partial_path,3\BOA*,fa454b3f00006c00022c185e00b0397c05ac1a02,335c424f412a880606699fa59247c73d00006c0003443f5f0090fd33
64663,partial_path,_W\RUN_OFF)8,3d00006c0003443f5f0090fd333c038c45ac0807,5f575c52554e5f4f46462938030669629cd447f50900006c000370f0
64732,partial_path,"1\HE,\",3883af452f2c271c3e033c075e00cc423e5c0d01,315c48452c5c1905474a0b35048056006c000344855d00c830cc8408
64760,partial_path,FMV\CHALL10%HD,474a0b35048056006c000344855d00c830cc8408,464d565c4348414c4c31302548440669b01dfe41063e00006c000184
64831,partial_path,MISC\OBJECTS#,05491024486a2900006c00229e45bcb7311c0409,4d4953435c4f424a4543545323d02fb400264c4702093ce23f0f25dc
65160,partial_path,M\CHECKS-TGA.G,1702d743c5434e4c086f00cca45f78583dbc080b,4d5c434845434b532d5447412e47110000dc0f0000e50f0000095849
65214,full_path,\TNG\DATAPSM\COMMONTEXTURES\ICEWIN-TGA.GXI,930b00006c00002ac0b85c001c475d0003000000,5c544e475c4441544150534d5c434f4d4d4f4e54455854555245535c
65274,partial_path,VEHICLES\CHEVYBLAZER,5849006960b75e00e2002837282c002b0c01000d,56454849434c45535c4348455659424c415a4552006969d43e1748ea
65319,partial_path,HUD\HUD-SPLIT_000,1748ea2e00006c0004201a600050205e30fc010e,4855445c4855442d53504c49545f303030bc0e05be09434754180000
65359,partial_path,URSE\TURKEY_S2_FLIP\MRTRUCK SIDEDOORB(4,be094347541800006f00ec765d881031ec020013,555253455c5455524b45595f53325f464c49505c4d52545255434b20
65427,partial_path,SPAIN2\BURAGO),2700006c0003885b6000dc44314e02434f9c0a0a,535041494e325c42555241474f29100105e6e2e03f084000006c0006
65521,partial_path,_S1\TOP*,534b44d40c00006c0003f06f5d0028763d5c0204,5f53315c544f502a0c010584918143c10000006c0003ecc05f008038
65557,partial_path,1\WIRES*,0000006c0003ecc05f00803833bc079c128c1b04,315c57495245532a0c0105a313c73d630000006c0003482560009c06
65631,partial_path,1\MUTLIRGD( ,00006c0004c87e5f00d0be5c30ec07dc2cfc3707,315c4d55544c4952474428200105afbff446540600006c0004a0c45e
65704,partial_path,M\GATE01',3400006c0003fca55d008422336c039c23cc1205,4d5c474154453031271401055b184c437cf700006c000260276000bc
65736,partial_path,1\SOLIDl>(,5b184c437cf700006c000260276000bc3e9c0604,315c534f4c49446c3e28140107696984eec542fa3e00006c00036c9c
65772,partial_path,ITALY_W1\I2A_ROCKqGL'H,eec542fa3e00006c00036c9c5d00e8d1387c040e,4954414c595f57315c4932415f524f434b71474c27480206692437c6
65856,partial_path,S2\LIGHT BROWN GRAVE)t,eaf346325c126c000314fb5d008c393f8c040002,53325c4c494748542042524f574e20475241564529740207696924a8
66164,partial_path,M\HEDGE(,92c2bb3e6caf6c00042c585f00d49a5d3efc1504,4d5c484544474528a40b0596680d48be3a00006c000320cf5d006c8b
66200,partial_path,ND\NEW\TITLESCREEN|,3a00006c000320cf5d006c8b31ae04465264e30f,4e445c4e45575c5449544c4553435245454e7c019801015f303231bc
66255,partial_path,1\SCHC,2700006c00033c995f00388d336c038c5c8c4602,315c534348430a5345522854020769699580b041882000006e00e001
66454,partial_path,"_S2\WHITE""0 (",44a70a00006c000374625d00081e384c028c7106,5f53325c574849544522302028c81e7ca26c226c0004343d5d00f8e1
66489,partial_path,MISC\COPT#;$i,7ca26c226c0004343d5d00f8e15c68012c6c2506,4d4953435c434f5054233b24690051282d051c5e8088fa31cc00dc98
