index,off,off_hex,rid_07_rel,rid_08_rel,rid_09_rel,rid_0A_rel,rid_0B_rel
28129,904987912,0x35F10508,-1,-1,-1,96,519
28130,904993345,0x35F11A41,-1,-1,-1,96,577
28131,905002566,0x35F13E46,-1,-1,-1,96,-1
28132,905011079,0x35F15F87,-1,-1,-1,96,-1
28133,905016640,0x35F17540,-1,-1,-1,96,551
28134,905023372,0x35F18F8C,-1,-1,-1,96,-1
28135,905029633,0x35F1A801,-1,-1,-1,96,542
28136,905034866,0x35F1BC72,-1,-1,-1,96,520
28137,905042310,0x35F1D986,-1,-1,-1,96,-1
28138,905049378,0x35F1F522,-1,-1,-1,96,563
28139,905055157,0x35F20BB5,-1,-1,-1,96,512
28140,905062302,0x35F2279E,-1,-1,-1,96,-1
28141,905069356,0x35F2432C,-1,-1,-1,96,472
28142,905074994,0x35F25932,-1,-1,-1,96,536
28143,905084577,0x35F27EA1,-1,-1,-1,96,-1
28144,905093012,0x35F29F94,-1,-1,-1,96,480
28145,905097944,0x35F2B2D8,-1,-1,-1,96,457
28146,905104422,0x35F2CC26,-1,-1,-1,96,-1
28147,905110653,0x35F2E47D,-1,-1,-1,96,480
28148,905115598,0x35F2F7CE,-1,-1,-1,96,450
28149,905122002,0x35F310D2,-1,-1,-1,96,-1
28150,905128168,0x35F328E8,-1,-1,-1,96,490
28151,905132973,0x35F33BAD,-1,-1,-1,96,421
28152,905139178,0x35F353EA,-1,-1,-1,96,-1
28153,905145213,0x35F36B7D,-1,-1,-1,96,405
28154,905149723,0x35F37D1B,-1,-1,-1,96,427
28155,905158836,0x35F3A0B4,-1,-1,-1,96,-1
28156,905166924,0x35F3C04C,-1,-1,-1,96,396
28157,905171232,0x35F3D120,-1,-1,-1,96,368
28158,905176917,0x35F3E755,-1,-1,-1,96,565
28159,905182784,0x35F3FE40,-1,-1,-1,96,363
28160,905186792,0x35F40DE8,-1,-1,-1,96,401
28161,905192908,0x35F425CC,-1,-1,-1,96,562
28162,905198946,0x35F43D62,-1,-1,-1,96,356
28163,905203314,0x35F44E72,-1,-1,-1,96,372
28164,905209445,0x35F46665,-1,-1,-1,96,-1
28165,905215352,0x35F47D78,-1,-1,-1,96,403
28166,905219771,0x35F48EBB,-1,-1,-1,96,389
28167,905228678,0x35F4B186,-1,-1,-1,96,-1
28168,905236609,0x35F4D081,-1,-1,-1,96,375
28169,905240747,0x35F4E0AB,-1,-1,-1,96,361
28170,905246552,0x35F4F758,-1,-1,-1,96,533
28171,905252063,0x35F50CDF,-1,-1,-1,96,367
28172,905256314,0x35F51D7A,-1,-1,-1,96,406
28173,905262464,0x35F53580,-1,-1,-1,96,-1
28174,905268466,0x35F54CF2,-1,-1,-1,96,407
28175,905273052,0x35F55EDC,-1,-1,-1,96,466
28176,905279655,0x35F578A7,-1,-1,-1,96,573
28177,905285781,0x35F59095,-1,-1,-1,96,482
28178,905290654,0x35F5A39E,-1,-1,-1,96,441
28179,905299961,0x35F5C7F9,-1,-1,-1,96,-1
28180,905308429,0x35F5E90D,-1,-1,-1,96,426
28181,905313112,0x35F5FB58,-1,-1,-1,96,462
28182,905319114,0x35F612CA,-1,-1,-1,96,-1
28183,905324906,0x35F6296A,-1,-1,-1,96,467
28184,905329321,0x35F63AA9,-1,-1,-1,96,438
28185,905335608,0x35F65338,-1,-1,-1,96,-1
28186,905342007,0x35F66C37,-1,-1,-1,96,482
28187,905346927,0x35F67F6F,-1,-1,-1,96,445
28188,905353292,0x35F6984C,-1,-1,-1,96,-1
28189,905359582,0x35F6B0DE,-1,-1,-1,96,392
28190,905364269,0x35F6C32D,-1,-1,-1,96,468
28191,905373267,0x35F6E653,-1,-1,-1,96,-1
28192,905382139,0x35F708FB,-1,-1,-1,96,381
28193,905386960,0x35F71BD0,-1,-1,-1,96,399
28194,905406984,0x35F76A08,-1,-1,-1,96,-1
28195,905415658,0x35F78BEA,-1,-1,-1,96,-1
28196,905421046,0x35F7A0F6,-1,-1,-1,96,350
28197,905424339,0x35F7ADD3,-1,-1,-1,96,360
28198,905429053,0x35F7C03D,-1,-1,-1,96,-1
28199,905434796,0x35F7D6AC,-1,-1,-1,96,428
28200,905438506,0x35F7E52A,-1,-1,-1,96,413
28201,905443462,0x35F7F886,-1,-1,-1,96,-1
28202,905449283,0x35F80F43,-1,-1,-1,96,396
28203,905453004,0x35F81DCC,-1,-1,-1,96,404
28204,905463514,0x35F846DA,-1,-1,-1,96,-1
28205,905471599,0x35F8666F,-1,-1,-1,96,398
28206,905475406,0x35F8754E,-1,-1,-1,96,427
28207,905480416,0x35F888E0,-1,-1,-1,96,-1
28208,905486174,0x35F89F5E,-1,-1,-1,96,393
28209,905490032,0x35F8AE70,-1,-1,-1,96,424
28210,905495193,0x35F8C299,-1,-1,-1,96,-1
28211,905501474,0x35F8DB22,-1,-1,-1,96,433
28212,905505706,0x35F8EBAA,-1,-1,-1,96,456
28213,905511616,0x35F902C0,-1,-1,-1,96,-1
28214,905518327,0x35F91CF7,-1,-1,-1,96,491
28215,905523174,0x35F92FE6,-1,-1,-1,96,588
28216,905534397,0x35F95BBD,-1,-1,-1,96,-1
28217,905543658,0x35F97FEA,-1,-1,-1,96,478
28218,905548727,0x35F993B7,-1,-1,-1,96,554
28219,905555729,0x35F9AF11,-1,-1,-1,96,-1
28220,905563255,0x35F9CC77,-1,-1,-1,96,490
28221,905568479,0x35F9E0DF,-1,-1,-1,96,531
28222,905575317,0x35F9FB95,-1,-1,-1,96,-1
28223,905582635,0x35FA182B,-1,-1,-1,96,490
28224,905587962,0x35FA2CFA,-1,-1,-1,96,466
28225,905594359,0x35FA45F7,-1,-1,-1,96,-1
28226,905601582,0x35FA622E,-1,-1,-1,96,450
28227,905606929,0x35FA7711,-1,-1,-1,96,492
28228,905618235,0x35FAA33B,-1,-1,-1,96,-1
28229,905627648,0x35FAC800,-1,-1,-1,96,455
28230,905632688,0x35FADBB0,-1,-1,-1,96,426
28231,905638074,0x35FAF0BA,-1,-1,-1,96,-1
28232,905644038,0x35FB0806,-1,-1,-1,96,400
28233,905648540,0x35FB199C,-1,-1,-1,96,426
28234,905654007,0x35FB2EF7,-1,-1,-1,96,590
28235,905660083,0x35FB46B3,-1,-1,-1,96,389
28236,905664631,0x35FB5877,-1,-1,-1,96,413
28237,905669950,0x35FB6D3E,-1,-1,-1,96,580
28238,905675908,0x35FB8484,-1,-1,-1,96,382
28239,905680269,0x35FB958D,-1,-1,-1,96,399
28240,905690420,0x35FBBD34,-1,-1,-1,96,-1
28241,905699398,0x35FBE046,-1,-1,-1,96,369
28242,905703478,0x35FBF036,-1,-1,-1,96,324
28243,905707948,0x35FC01AC,-1,-1,-1,96,544
28244,905713227,0x35FC164B,-1,-1,-1,96,310
28245,905716891,0x35FC249B,-1,-1,-1,96,334
28246,905721419,0x35FC364B,-1,-1,-1,96,603
28247,905726974,0x35FC4BFE,-1,-1,-1,96,378
28248,905730721,0x35FC5AA1,-1,-1,-1,96,359
28249,905735242,0x35FC6C4A,-1,-1,-1,96,-1
28250,905740841,0x35FC8229,-1,-1,-1,96,375
28251,905744619,0x35FC90EB,-1,-1,-1,96,330
28252,905754326,0x35FCB6D6,-1,-1,-1,96,-1
28253,905763107,0x35FCD923,-1,-1,-1,96,348
28254,905766981,0x35FCE845,-1,-1,-1,96,351
28255,905771284,0x35FCF914,-1,-1,-1,96,-1
28256,905777212,0x35FD103C,-1,-1,-1,96,432
28257,905781053,0x35FD1F3D,-1,-1,-1,96,462
28258,905785750,0x35FD3196,-1,-1,-1,96,-1
28259,905791905,0x35FD49A1,-1,-1,-1,96,564
28260,905796001,0x35FD59A1,-1,-1,-1,96,496
28261,905800827,0x35FD6C7B,-1,-1,-1,96,-1
28262,905807234,0x35FD8582,-1,-1,-1,96,583
28263,905811408,0x35FD95D0,-1,-1,-1,96,541
28264,905821461,0x35FDBD15,-1,-1,-1,96,-1
28265,905830284,0x35FDDF8C,-1,-1,-1,96,552
28266,905834237,0x35FDEEFD,-1,-1,-1,96,478
28267,905838824,0x35FE00E8,-1,-1,-1,96,-1
28268,905844404,0x35FE16B4,-1,-1,-1,96,467
28269,905848069,0x35FE2505,-1,-1,-1,96,464
28270,905852560,0x35FE3690,-1,-1,-1,96,-1
28271,905858589,0x35FE4E1D,-1,-1,-1,96,428
28272,905862360,0x35FE5CD8,-1,-1,-1,96,410
28273,905866755,0x35FE6E03,-1,-1,-1,96,-1
28274,905872698,0x35FE853A,-1,-1,-1,96,442
28275,905876655,0x35FE94AF,-1,-1,-1,96,453
28276,905886655,0x35FEBBBF,-1,-1,-1,96,-1
28277,905895736,0x35FEDF38,-1,-1,-1,96,422
28278,905899646,0x35FEEE7E,-1,-1,-1,96,427
28279,905904725,0x35FF0255,-1,-1,-1,96,-1
28280,905910668,0x35FF198C,-1,-1,-1,96,430
28281,905914714,0x35FF295A,-1,-1,-1,96,426
28282,905920058,0x35FF3E3A,-1,-1,-1,96,-1
28283,905925940,0x35FF5534,-1,-1,-1,96,399
28284,905929892,0x35FF64A4,-1,-1,-1,96,399
28285,905934889,0x35FF7829,-1,-1,-1,96,598
28286,905940167,0x35FF8CC7,-1,-1,-1,96,338
28287,905943761,0x35FF9AD1,-1,-1,-1,96,331
28288,905953489,0x35FFC0D1,-1,-1,-1,96,-1
28289,905962283,0x35FFE32B,-1,-1,-1,96,270
28290,905965453,0x35FFEF8D,-1,-1,-1,96,290
28291,905969391,0x35FFFEEF,-1,-1,-1,96,520
28292,905974002,0x360010F2,-1,-1,-1,96,306
28293,905976914,0x36001C52,-1,-1,-1,96,299
28294,905981068,0x36002C8C,-1,-1,-1,96,450
28295,905985525,0x36003DF5,-1,-1,-1,96,309
28296,905988594,0x360049F2,-1,-1,-1,96,345
28297,905992504,0x36005938,-1,-1,-1,96,558
28298,905997048,0x36006AF8,-1,-1,-1,96,320
28299,906000030,0x3600769E,-1,-1,-1,96,335
28300,906010311,0x36009EC7,-1,-1,-1,96,-1
28301,906018752,0x3600BFC0,-1,-1,-1,96,313
28302,906021643,0x3600CB0B,-1,-1,-1,96,307
28303,906025426,0x3600D9D2,-1,-1,-1,96,595
28304,906029893,0x3600EB45,-1,-1,-1,96,276
28305,906032711,0x3600F647,-1,-1,-1,96,292
28306,906037250,0x36010802,-1,-1,-1,96,-1
28307,906042522,0x36011C9A,-1,-1,-1,96,350
28308,906046088,0x36012A88,-1,-1,-1,96,372
28309,906051726,0x3601408E,-1,-1,-1,96,-1
28310,906058026,0x3601592A,-1,-1,-1,96,508
28311,906062891,0x36016C2B,-1,-1,-1,96,535
28312,906073672,0x36019648,-1,-1,-1,96,-1
28313,906083138,0x3601BB42,-1,-1,-1,96,-1
28314,906089042,0x3601D252,-1,-1,-1,96,-1
28315,906095652,0x3601EC24,-1,-1,-1,96,-1
28316,906102928,0x36020890,-1,-1,-1,96,-1
28317,906108338,0x36021DB2,-1,-1,-1,96,536
28318,906114758,0x360236C6,-1,-1,-1,96,-1
28319,906121546,0x3602514A,-1,-1,-1,96,422
28320,906126306,0x360263E2,-1,-1,-1,96,446
28321,906131920,0x360279D0,-1,-1,-1,96,-1
28322,906138365,0x360292FD,-1,-1,-1,96,448
28323,906142808,0x3602A458,-1,-1,-1,96,424
28324,906153447,0x3602CDE7,-1,-1,-1,96,-1
28325,906162927,0x3602F2EF,-1,-1,-1,96,362
28326,906167034,0x360302FA,-1,-1,-1,96,359
28327,906172088,0x360316B8,-1,-1,-1,96,-1
28328,906178202,0x36032E9A,-1,-1,-1,96,344
28329,906182273,0x36033E81,-1,-1,-1,96,327
28330,906187414,0x36035296,-1,-1,-1,96,581
28331,906193366,0x360369D6,-1,-1,-1,96,403
28332,906197721,0x36037AD9,-1,-1,-1,96,376
28333,906202614,0x36038DF6,-1,-1,-1,96,551
28334,906208393,0x3603A489,-1,-1,-1,96,361
28335,906212367,0x3603B40F,-1,-1,-1,96,361
28336,906222700,0x3603DC6C,-1,-1,-1,96,-1
28337,906232140,0x3604014C,-1,-1,-1,96,371
28338,906236021,0x36041075,-1,-1,-1,96,383
28339,906240721,0x360422D1,-1,-1,-1,96,602
28340,906246475,0x3604394B,-1,-1,-1,96,344
28341,906250242,0x36044802,-1,-1,-1,96,374
28342,906255017,0x36045AA9,-1,-1,-1,96,-1
28343,906260877,0x3604718D,-1,-1,-1,96,433
28344,906264937,0x36048169,-1,-1,-1,96,416
28345,906269868,0x360494AC,-1,-1,-1,96,-1
28346,906275562,0x3604AAEA,-1,-1,-1,96,438
28347,906279771,0x3604BB5B,-1,-1,-1,96,393
28348,906290171,0x3604E3FB,-1,-1,-1,96,-1
28349,906299190,0x36050736,-1,-1,-1,96,410
28350,906302962,0x360515F2,-1,-1,-1,96,395
28351,906307563,0x360527EB,-1,-1,-1,96,-1
28352,906313206,0x36053DF6,-1,-1,-1,96,417
28353,906317008,0x36054CD0,-1,-1,-1,96,417
28354,906321890,0x36055FE2,-1,-1,-1,96,-1
28355,906327705,0x36057699,-1,-1,-1,96,450
28356,906331718,0x36058646,-1,-1,-1,96,468
28357,906336600,0x36059958,-1,-1,-1,96,-1
28358,906342446,0x3605B02E,-1,-1,-1,96,471
28359,906346427,0x3605BFBB,-1,-1,-1,96,479
28360,906356721,0x3605E7F1,-1,-1,-1,96,-1
28361,906366105,0x36060C99,-1,-1,-1,96,497
28362,906370339,0x36061D23,-1,-1,-1,96,461
28363,906375397,0x360630E5,-1,-1,-1,96,-1
28364,906381310,0x360647FE,-1,-1,-1,96,472
28365,906385358,0x360657CE,-1,-1,-1,96,467
28366,906390341,0x36066B45,-1,-1,-1,96,-1
28367,906396177,0x36068211,-1,-1,-1,96,469
28368,906400314,0x3606923A,-1,-1,-1,96,438
28369,906405254,0x3606A586,-1,-1,-1,96,-1
28370,906411182,0x3606BCAE,-1,-1,-1,96,459
28371,906415122,0x3606CC12,-1,-1,-1,96,460
28372,906425199,0x3606F36F,-1,-1,-1,96,-1
28373,906434325,0x36071715,-1,-1,-1,96,429
28374,906438483,0x36072753,-1,-1,-1,96,421
28375,906443211,0x360739CB,-1,-1,-1,96,591
28376,906448928,0x36075020,-1,-1,-1,96,420
28377,906452934,0x36075FC6,-1,-1,-1,96,435
28378,906457778,0x360772B2,-1,-1,-1,96,-1
28379,906463367,0x36078887,-1,-1,-1,96,442
28380,906467429,0x36079865,-1,-1,-1,96,442
28381,906472541,0x3607AC5D,-1,-1,-1,96,-1
28382,906478519,0x3607C3B7,-1,-1,-1,96,497
28383,906482592,0x3607D3A0,-1,-1,-1,96,471
28384,906493142,0x3607FCD6,-1,-1,-1,96,-1
28385,906501916,0x36081F1C,-1,-1,-1,96,503
28386,906506099,0x36082F73,-1,-1,-1,96,530
28387,906511391,0x3608441F,-1,-1,-1,96,-1
28388,906517199,0x36085ACF,-1,-1,-1,96,538
28389,906521229,0x36086A8D,-1,-1,-1,96,512
28390,906526726,0x36088006,-1,-1,-1,96,-1
28391,906532498,0x36089692,-1,-1,-1,96,524
28392,906536656,0x3608A6D0,-1,-1,-1,96,517
28393,906541995,0x3608BBAB,-1,-1,-1,96,-1
28394,906547578,0x3608D17A,-1,-1,-1,96,500
28395,906551698,0x3608E192,-1,-1,-1,96,534
28396,906562633,0x36090C49,-1,-1,-1,96,-1
28397,906571481,0x36092ED9,-1,-1,-1,96,459
28398,906575391,0x36093E1F,-1,-1,-1,96,491
28399,906580387,0x360951A3,-1,-1,-1,96,-1
28400,906585751,0x36096697,-1,-1,-1,96,484
28401,906589534,0x3609755E,-1,-1,-1,96,474
28402,906594566,0x36098906,-1,-1,-1,96,-1
28403,906600166,0x36099EE6,-1,-1,-1,96,536
28404,906604239,0x3609AECF,-1,-1,-1,96,543
28405,906609738,0x3609C44A,-1,-1,-1,96,-1
28406,906615495,0x3609DAC7,-1,-1,-1,96,507
28407,906619570,0x3609EAB2,-1,-1,-1,96,474
28408,906630134,0x360A13F6,-1,-1,-1,96,-1
28409,906639415,0x360A3837,-1,-1,-1,96,511
28410,906643586,0x360A4882,-1,-1,-1,96,493
28411,906648958,0x360A5D7E,-1,-1,-1,96,-1
28412,906655072,0x360A7560,-1,-1,-1,96,495
28413,906659428,0x360A8664,-1,-1,-1,96,459
28414,906664853,0x360A9B95,-1,-1,-1,96,-1
28415,906670866,0x360AB312,-1,-1,-1,96,541
28416,906675300,0x360AC464,-1,-1,-1,96,497
28417,906680604,0x360AD91C,-1,-1,-1,96,-1
28418,906686482,0x360AF012,-1,-1,-1,96,479
28419,906690796,0x360B00EC,-1,-1,-1,96,517
28420,906701369,0x360B2A39,-1,-1,-1,96,-1
28421,906710731,0x360B4ECB,-1,-1,-1,96,558
28422,906715009,0x360B5F81,-1,-1,-1,96,522
28423,906720293,0x360B7425,-1,-1,-1,96,-1
28424,906726267,0x360B8B7B,-1,-1,-1,96,548
28425,906730447,0x360B9BCF,-1,-1,-1,96,508
28426,906735602,0x360BAFF2,-1,-1,-1,96,-1
28427,906741632,0x360BC780,-1,-1,-1,96,519
28428,906745687,0x360BD757,-1,-1,-1,96,532
28429,906750867,0x360BEB93,-1,-1,-1,96,-1
28430,906756957,0x360C035D,-1,-1,-1,96,498
28431,906760969,0x360C1309,-1,-1,-1,96,476
28432,906771230,0x360C3B1E,-1,-1,-1,96,-1
28433,906780087,0x360C5DB7,-1,-1,-1,96,588
28434,906784496,0x360C6EF0,-1,-1,-1,96,513
28435,906790551,0x360C8697,-1,-1,-1,96,-1
28436,906796519,0x360C9DE7,-1,-1,-1,96,567
28437,906801317,0x360CB0A5,-1,-1,-1,96,553
28438,906807785,0x360CC9E9,-1,-1,-1,96,-1
28439,906814139,0x360CE2BB,-1,-1,-1,96,462
28440,906818613,0x360CF435,-1,-1,-1,96,441
28441,906824608,0x360D0BA0,-1,-1,-1,96,-1
28442,906830852,0x360D2404,-1,-1,-1,96,402
28443,906835450,0x360D35FA,-1,-1,-1,96,435
28444,906847142,0x360D63A6,-1,-1,-1,96,-1
28445,906856608,0x360D88A0,-1,-1,-1,96,418
28446,906860840,0x360D9928,-1,-1,-1,96,428
28447,906866680,0x360DAFF8,-1,-1,-1,96,-1
28448,906872983,0x360DC897,-1,-1,-1,96,401
28449,906877331,0x360DD993,-1,-1,-1,96,455
28450,906883075,0x360DF003,-1,-1,-1,96,-1
28451,906889657,0x360E09B9,-1,-1,-1,96,460
28452,906894182,0x360E1B66,-1,-1,-1,96,457
28453,906900081,0x360E3271,-1,-1,-1,96,-1
28454,906906554,0x360E4BBA,-1,-1,-1,96,444
28455,906911151,0x360E5DAF,-1,-1,-1,96,451
28456,906922551,0x360E8A37,-1,-1,-1,96,-1
28457,906932219,0x360EAFFB,-1,-1,-1,96,404
28458,906936588,0x360EC10C,-1,-1,-1,96,396
28459,906942189,0x360ED6ED,-1,-1,-1,96,-1
28460,906948275,0x360EEEB3,-1,-1,-1,96,389
28461,906952570,0x360EFF7A,-1,-1,-1,96,429
28462,906958449,0x360F1671,-1,-1,-1,96,-1
28463,906964902,0x360F2FA6,-1,-1,-1,96,442
28464,906969210,0x360F407A,-1,-1,-1,96,471
28465,906975484,0x360F58FC,-1,-1,-1,96,-1
28466,906982032,0x360F7290,-1,-1,-1,96,455
28467,906986571,0x360F844B,-1,-1,-1,96,498
28468,906997750,0x360FAFF6,-1,-1,-1,96,-1
28469,907007523,0x360FD623,-1,-1,-1,96,433
28470,907012180,0x360FE854,-1,-1,-1,96,454
28471,907018219,0x360FFFEB,-1,-1,-1,96,-1
28472,907024603,0x361018DB,-1,-1,-1,96,424
28473,907029010,0x36102A12,-1,-1,-1,96,463
28474,907034957,0x3610414D,-1,-1,-1,96,-1
28475,907041255,0x361059E7,-1,-1,-1,96,429
28476,907045592,0x36106AD8,-1,-1,-1,96,452
28477,907051454,0x361081BE,-1,-1,-1,96,-1
28478,907057446,0x36109926,-1,-1,-1,96,443
28479,907062003,0x3610AAF3,-1,-1,-1,96,442
28480,907072456,0x3610D3C8,-1,-1,-1,96,-1
28481,907081732,0x3610F804,-1,-1,-1,96,403
28482,907085943,0x36110877,-1,-1,-1,96,385
28483,907091051,0x36111C6B,-1,-1,-1,96,-1
28484,907096506,0x361131BA,-1,-1,-1,96,405
28485,907100353,0x361140C1,-1,-1,-1,96,427
28486,907105395,0x36115473,-1,-1,-1,96,-1
28487,907110996,0x36116A54,-1,-1,-1,96,435
28488,907114869,0x36117975,-1,-1,-1,96,413
28489,907119793,0x36118CB1,-1,-1,-1,96,-1
28490,907125170,0x3611A1B2,-1,-1,-1,96,385
28491,907128960,0x3611B080,-1,-1,-1,96,370
28492,907138750,0x3611D6BE,-1,-1,-1,96,-1
28493,907147613,0x3611F95D,-1,-1,-1,96,417
28494,907151330,0x361207E2,-1,-1,-1,96,374
28495,907155966,0x361219FE,-1,-1,-1,96,-1
28496,907161342,0x36122EFE,-1,-1,-1,96,357
28497,907164919,0x36123CF7,-1,-1,-1,96,376
28498,907169676,0x36124F8C,-1,-1,-1,96,-1
28499,907175241,0x36126549,-1,-1,-1,96,372
28500,907179032,0x36127418,-1,-1,-1,96,364
28501,907183797,0x361286B5,-1,-1,-1,96,496
28502,907189426,0x36129CB2,-1,-1,-1,96,340
28503,907193238,0x3612AB96,-1,-1,-1,96,341
28504,907203429,0x3612D365,-1,-1,-1,96,-1
28505,907212133,0x3612F565,-1,-1,-1,96,365
28506,907215961,0x36130459,-1,-1,-1,96,371
28507,907220943,0x361317CF,-1,-1,-1,96,-1
28508,907226664,0x36132E28,-1,-1,-1,96,394
28509,907230485,0x36133D15,-1,-1,-1,96,391
28510,907235707,0x3613517B,-1,-1,-1,96,-1
28511,907241313,0x36136761,-1,-1,-1,96,384
28512,907245227,0x361376AB,-1,-1,-1,96,412
28513,907250365,0x36138ABD,-1,-1,-1,96,-1
28514,907256110,0x3613A12E,-1,-1,-1,96,440
28515,907260041,0x3613B089,-1,-1,-1,96,386
28516,907270550,0x3613D996,-1,-1,-1,96,-1
28517,907278877,0x3613FA1D,-1,-1,-1,96,370
28518,907282510,0x3614084E,-1,-1,-1,96,367
28519,907287019,0x361419EB,-1,-1,-1,96,-1
28520,907292179,0x36142E13,-1,-1,-1,96,364
28521,907295634,0x36143B92,-1,-1,-1,96,379
28522,907299925,0x36144C55,-1,-1,-1,96,-1
28523,907304793,0x36145F59,-1,-1,-1,96,381
28524,907308133,0x36146C65,-1,-1,-1,96,366
28525,907312736,0x36147E60,-1,-1,-1,96,-1
28526,907317661,0x3614919D,-1,-1,-1,96,378
28527,907320945,0x36149E71,-1,-1,-1,96,366
28528,907331304,0x3614C6E8,-1,-1,-1,96,-1
28529,907339481,0x3614E6D9,-1,-1,-1,96,337
28530,907342614,0x3614F316,-1,-1,-1,96,326
28531,907346833,0x36150391,-1,-1,-1,96,560
28532,907351391,0x3615155F,-1,-1,-1,96,301
28533,907354429,0x3615213D,-1,-1,-1,96,347
28534,907358830,0x3615326E,-1,-1,-1,96,558
28535,907363509,0x361544B5,-1,-1,-1,96,309
28536,907366766,0x3615516E,-1,-1,-1,96,326
28537,907371133,0x3615627D,-1,-1,-1,96,499
28538,907375795,0x361574B3,-1,-1,-1,96,318
28539,907379257,0x36158239,-1,-1,-1,96,290
28540,907389700,0x3615AB04,-1,-1,-1,96,-1
28541,907398032,0x3615CB90,-1,-1,-1,96,287
28542,907401139,0x3615D7B3,-1,-1,-1,96,286
28543,907405431,0x3615E877,-1,-1,-1,96,483
28544,907409935,0x3615FA0F,-1,-1,-1,96,346
28545,907413385,0x36160789,-1,-1,-1,96,319
28546,907418043,0x361619BB,-1,-1,-1,96,-1
28547,907422708,0x36162BF4,-1,-1,-1,96,342
28548,907426031,0x361638EF,-1,-1,-1,96,335
28549,907430747,0x36164B5B,-1,-1,-1,96,-1
28550,907435595,0x36165E4B,-1,-1,-1,96,392
28551,907439317,0x36166CD5,-1,-1,-1,96,406
28552,907449840,0x361695F0,-1,-1,-1,96,-1
28553,907458330,0x3616B71A,-1,-1,-1,96,366
28554,907461915,0x3616C51B,-1,-1,-1,96,376
28555,907466706,0x3616D7D2,-1,-1,-1,96,569
28556,907471586,0x3616EAE2,-1,-1,-1,96,340
28557,907474994,0x3616F832,-1,-1,-1,96,372
28558,907479745,0x36170AC1,-1,-1,-1,96,-1
28559,907484971,0x36171F2B,-1,-1,-1,96,390
28560,907488492,0x36172CEC,-1,-1,-1,96,403
28561,907493318,0x36173FC6,-1,-1,-1,96,-1
28562,907498445,0x361753CD,-1,-1,-1,96,390
28563,907502108,0x3617621C,-1,-1,-1,96,451
28564,907513113,0x36178D19,-1,-1,-1,96,-1
28565,907521866,0x3617AF4A,-1,-1,-1,96,376
28566,907525681,0x3617BE31,-1,-1,-1,96,382
28567,907530783,0x3617D21F,-1,-1,-1,96,-1
28568,907536551,0x3617E8A7,-1,-1,-1,96,377
28569,907540671,0x3617F8BF,-1,-1,-1,96,416
28570,907546114,0x36180E02,-1,-1,-1,96,-1
28571,907552184,0x361825B8,-1,-1,-1,96,369
28572,907556295,0x361835C7,-1,-1,-1,96,406
28573,907561658,0x36184ABA,-1,-1,-1,96,578
28574,907567315,0x361860D3,-1,-1,-1,96,390
28575,907571477,0x36187115,-1,-1,-1,96,379
28576,907582476,0x36189C0C,-1,-1,-1,96,-1
28577,907591297,0x3618BE81,-1,-1,-1,96,307
28578,907595022,0x3618CD0E,-1,-1,-1,96,307
28579,907599918,0x3618E02E,-1,-1,-1,96,592
28580,907605019,0x3618F41B,-1,-1,-1,96,294
28581,907608529,0x361901D1,-1,-1,-1,96,343
28582,907613524,0x36191554,-1,-1,-1,96,575
28583,907618471,0x361928A7,-1,-1,-1,96,345
28584,907622120,0x361936E8,-1,-1,-1,96,404
28585,907626974,0x361949DE,-1,-1,-1,96,-1
28586,907631830,0x36195CD6,-1,-1,-1,96,335
28587,907635265,0x36196A41,-1,-1,-1,96,363
28588,907645538,0x36199262,-1,-1,-1,96,-1
28589,907654289,0x3619B491,-1,-1,-1,96,355
28590,907658329,0x3619C459,-1,-1,-1,96,434
28591,907663858,0x3619D9F2,-1,-1,-1,96,-1
28592,907669336,0x3619EF58,-1,-1,-1,96,373
28593,907673070,0x3619FDEE,-1,-1,-1,96,383
28594,907678217,0x361A1209,-1,-1,-1,96,-1
28595,907683640,0x361A2738,-1,-1,-1,96,379
28596,907687517,0x361A365D,-1,-1,-1,96,362
28597,907692667,0x361A4A7B,-1,-1,-1,96,-1
28598,907698007,0x361A5F57,-1,-1,-1,96,409
28599,907701805,0x361A6E2D,-1,-1,-1,96,375
28600,907711893,0x361A9595,-1,-1,-1,96,-1
28601,907720679,0x361AB7E7,-1,-1,-1,96,504
28602,907725443,0x361ACA83,-1,-1,-1,96,-1
28603,907731198,0x361AE0FE,-1,-1,-1,96,-1
28604,907737524,0x361AF9B4,-1,-1,-1,96,-1
28605,907742852,0x361B0E84,-1,-1,-1,96,-1
28606,907749380,0x361B2804,-1,-1,-1,96,-1
28607,907756593,0x361B4431,-1,-1,-1,96,-1
28608,907762252,0x361B5A4C,-1,-1,-1,96,-1
28609,907769027,0x361B74C3,-1,-1,-1,96,-1
28610,907776299,0x361B912B,-1,-1,-1,96,500
28611,907781220,0x361BA464,-1,-1,-1,96,425
28612,907792621,0x361BD0ED,-1,-1,-1,96,-1
28613,907802010,0x361BF59A,-1,-1,-1,96,365
28614,907805980,0x361C051C,-1,-1,-1,96,369
28615,907810925,0x361C186D,-1,-1,-1,96,-1
28616,907817189,0x361C30E5,-1,-1,-1,96,322
28617,907820973,0x361C3FAD,-1,-1,-1,96,342
28618,907825958,0x361C5326,-1,-1,-1,96,592
28619,907831998,0x361C6ABE,-1,-1,-1,96,369
28620,907835859,0x361C79D3,-1,-1,-1,96,346
28621,907840811,0x361C8D2B,-1,-1,-1,96,556
